GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC03_EST_VC26,HC03_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27
0400000US12,12,Florida,12517831,8827,6186072,7462,6331759,5232,55.3,0.3,59.6,0.4,51.0,0.4,5.2,0.1,4.8,0.2,5.5,0.2,4.0,0.1,4.0,0.1,4.0,0.1,3.3,0.1,3.2,0.1,3.4,0.1,4.2,0.1,4.1,0.1,4.3,0.2,28.1,0.3,24.4,0.3,31.7,0.3,55.3,0.2,61.9,0.3,48.9,0.3,50.6,0.3,56.6,0.3,44.7,0.3,47.3,0.3,53.2,0.3,41.5,0.3,14.0,0.2,11.7,0.2,16.3,0.2,8.9,0.2,7.1,0.2,10.6,0.2,7.2,0.1,5.8,0.2,8.6,0.2,2.6,0.1,2.1,0.1,3.2,0.1,1.0,0.1,0.7,0.1,1.2,0.1,0.7,0.1,0.6,0.1,0.9,0.1,28.1,0.3,24.4,0.3,31.7,0.3,38.4,0.1,40.3,0.1,36.3,0.1,11.0,(X),(X),(X),(X),(X),13.3,(X),(X),(X),(X),(X),12.1,(X),(X),(X),(X),(X)
0400000US13,13,Georgia,6632341,6354,3249033,5606,3383308,5428,54.1,0.4,59.1,0.5,49.4,0.5,5.0,0.2,4.9,0.2,5.1,0.2,4.2,0.1,3.9,0.2,4.4,0.2,3.6,0.1,3.5,0.2,3.7,0.2,4.8,0.2,4.7,0.2,5.0,0.2,28.2,0.3,23.9,0.4,32.4,0.4,55.9,0.4,63.6,0.5,48.5,0.4,50.5,0.4,57.6,0.5,43.7,0.4,47.4,0.4,54.2,0.5,40.9,0.4,12.9,0.3,10.2,0.3,15.4,0.4,7.6,0.2,5.6,0.2,9.6,0.3,6.0,0.2,4.3,0.2,7.6,0.3,3.0,0.1,2.3,0.2,3.7,0.2,1.0,0.1,0.8,0.1,1.3,0.1,0.7,0.1,0.6,0.1,0.9,0.1,28.2,0.3,23.9,0.4,32.4,0.4,38.9,0.1,41.3,0.2,36.4,0.1,9.1,(X),(X),(X),(X),(X),10.9,(X),(X),(X),(X),(X),9.8,(X),(X),(X),(X),(X)
0400000US15,15,Hawaii,915870,1750,474011,1592,441859,1448,61.1,0.9,65.8,1.0,56.0,1.3,5.1,0.3,4.7,0.4,5.5,0.5,3.8,0.3,3.8,0.5,3.9,0.5,3.4,0.3,3.0,0.4,3.9,0.4,4.1,0.3,3.9,0.4,4.3,0.5,22.5,0.8,18.8,0.8,26.4,1.2,60.4,0.8,67.2,0.9,53.0,1.1,55.7,0.8,62.3,1.0,48.6,1.3,52.7,0.8,59.2,1.1,45.8,1.2,13.5,0.6,11.2,0.8,16.0,0.9,8.9,0.5,6.8,0.6,11.1,0.7,7.1,0.4,5.4,0.6,8.8,0.6,3.7,0.3,2.8,0.4,4.6,0.4,1.6,0.2,1.4,0.3,1.7,0.3,1.3,0.2,1.2,0.2,1.4,0.2,22.5,0.8,18.8,0.8,26.4,1.2,38.8,0.2,40.8,0.3,36.4,0.3,9.8,(X),(X),(X),(X),(X),11.5,(X),(X),(X),(X),(X),10.7,(X),(X),(X),(X),(X)
0400000US16,16,Idaho,1015148,3062,509295,2795,505853,2430,56.0,0.9,61.6,1.2,50.3,1.3,6.2,0.5,6.2,0.6,6.2,0.6,4.9,0.4,4.6,0.5,5.1,0.5,4.4,0.4,4.3,0.6,4.6,0.5,5.7,0.4,5.9,0.6,5.4,0.6,22.8,0.7,17.4,0.9,28.3,1.1,56.6,0.9,68.3,1.2,44.9,1.4,50.1,0.9,60.2,1.1,39.8,1.4,46.3,0.9,55.8,1.2,36.8,1.4,16.0,0.6,11.1,0.8,20.9,0.9,10.6,0.5,6.6,0.6,14.6,0.8,8.5,0.4,5.1,0.5,12.0,0.7,4.6,0.4,3.3,0.4,6.0,0.6,1.6,0.2,1.0,0.2,2.1,0.3,1.1,0.2,0.7,0.2,1.5,0.3,22.8,0.7,17.4,0.9,28.3,1.1,38.2,0.3,41.4,0.3,34.4,0.4,9.6,(X),(X),(X),(X),(X),11.5,(X),(X),(X),(X),(X),10.8,(X),(X),(X),(X),(X)
0400000US17,17,Illinois,8453074,5045,4204225,4223,4248849,4205,57.6,0.2,61.9,0.4,53.4,0.3,5.4,0.1,5.1,0.2,5.7,0.2,4.5,0.1,4.5,0.1,4.5,0.2,3.7,0.1,3.7,0.1,3.7,0.1,4.9,0.1,4.9,0.1,4.9,0.2,23.7,0.2,19.7,0.3,27.7,0.3,57.9,0.2,66.4,0.3,49.5,0.3,52.4,0.2,59.9,0.3,44.9,0.3,49.0,0.2,56.2,0.3,41.8,0.4,14.7,0.2,11.2,0.2,18.2,0.3,9.4,0.2,6.3,0.2,12.4,0.3,7.7,0.1,5.1,0.2,10.3,0.2,3.7,0.1,2.7,0.1,4.7,0.1,1.3,0.1,0.8,0.1,1.8,0.1,1.0,0.1,0.6,0.1,1.3,0.1,23.7,0.2,19.7,0.3,27.7,0.3,38.3,0.1,40.8,0.1,35.6,0.1,8.9,(X),(X),(X),(X),(X),10.6,(X),(X),(X),(X),(X),9.5,(X),(X),(X),(X),(X)
0400000US18,18,Indiana,4250543,4859,2115317,3945,2135226,4177,56.8,0.4,61.5,0.5,52.2,0.6,5.9,0.2,5.7,0.3,6.1,0.3,4.9,0.2,4.5,0.2,5.2,0.2,3.9,0.2,3.7,0.2,4.0,0.2,5.3,0.1,5.2,0.2,5.5,0.2,23.2,0.3,19.5,0.5,26.9,0.5,57.9,0.5,66.8,0.6,49.2,0.6,52.0,0.4,60.1,0.6,44.1,0.5,48.4,0.4,56.0,0.6,40.9,0.5,15.2,0.3,10.9,0.3,19.5,0.4,9.4,0.2,6.2,0.3,12.6,0.3,7.5,0.2,4.8,0.3,10.2,0.3,3.7,0.1,2.9,0.2,4.5,0.2,1.3,0.1,0.9,0.1,1.7,0.1,0.9,0.1,0.6,0.1,1.1,0.1,23.2,0.3,19.5,0.5,26.9,0.5,38.3,0.1,41.0,0.1,35.4,0.2,8.3,(X),(X),(X),(X),(X),9.4,(X),(X),(X),(X),(X),8.4,(X),(X),(X),(X),(X)
0400000US19,19,Iowa,1973004,3252,998365,3030,974639,2962,63.6,0.5,67.4,0.6,59.6,0.7,6.4,0.3,5.8,0.3,7.0,0.4,4.8,0.2,4.4,0.3,5.2,0.3,3.7,0.2,3.2,0.2,4.2,0.3,5.2,0.3,5.3,0.3,5.0,0.3,16.4,0.4,13.8,0.5,19.0,0.5,63.6,0.4,71.8,0.6,55.2,0.6,58.3,0.5,65.6,0.6,50.9,0.7,54.7,0.4,61.7,0.6,47.4,0.7,15.0,0.3,10.5,0.4,19.7,0.5,9.6,0.3,6.2,0.3,13.2,0.4,7.6,0.3,4.8,0.3,10.5,0.4,5.0,0.2,3.9,0.3,6.2,0.3,2.0,0.2,1.4,0.2,2.6,0.2,1.3,0.1,0.9,0.2,1.7,0.2,16.4,0.4,13.8,0.5,19.0,0.5,38.6,0.1,41.4,0.2,35.5,0.2,9.1,(X),(X),(X),(X),(X),10.2,(X),(X),(X),(X),(X),9.3,(X),(X),(X),(X),(X)
0400000US20,20,Kansas,1842200,3637,931707,3671,910493,3325,60.4,0.4,65.5,0.6,55.1,0.7,5.4,0.2,4.9,0.3,5.9,0.4,4.9,0.2,4.0,0.3,5.8,0.4,4.2,0.3,4.3,0.3,4.1,0.3,5.3,0.2,5.5,0.4,5.0,0.3,19.9,0.5,15.8,0.5,24.1,0.7,61.8,0.5,70.5,0.7,52.9,0.8,55.9,0.5,63.9,0.7,47.7,0.7,52.5,0.5,60.4,0.6,44.4,0.7,14.5,0.3,10.9,0.4,18.1,0.5,8.5,0.3,5.5,0.4,11.5,0.5,6.9,0.3,4.4,0.3,9.5,0.5,3.8,0.2,2.8,0.2,4.9,0.4,1.4,0.1,0.9,0.1,1.8,0.2,1.0,0.1,0.7,0.1,1.2,0.2,19.9,0.5,15.8,0.5,24.1,0.7,39.2,0.1,42.0,0.2,36.0,0.2,8.3,(X),(X),(X),(X),(X),9.2,(X),(X),(X),(X),(X),8.6,(X),(X),(X),(X),(X)
0400000US21,21,Kentucky,2856129,4335,1424354,4018,1431775,3467,53.1,0.4,57.6,0.6,48.5,0.6,5.1,0.2,4.7,0.3,5.5,0.3,4.5,0.2,4.4,0.2,4.6,0.3,4.0,0.2,4.1,0.3,3.9,0.2,4.9,0.2,4.7,0.3,5.1,0.3,28.4,0.4,24.5,0.6,32.2,0.5,54.9,0.5,62.7,0.7,47.2,0.6,48.9,0.5,55.9,0.7,41.8,0.6,45.7,0.4,52.6,0.6,38.9,0.6,13.7,0.3,10.5,0.4,16.9,0.5,8.3,0.3,5.7,0.3,10.9,0.5,6.6,0.2,4.5,0.3,8.8,0.4,3.0,0.2,2.3,0.2,3.6,0.3,1.0,0.1,0.7,0.1,1.3,0.1,0.7,0.1,0.6,0.1,0.9,0.1,28.4,0.4,24.5,0.6,32.2,0.5,38.6,0.1,41.1,0.2,35.8,0.2,9.8,(X),(X),(X),(X),(X),10.3,(X),(X),(X),(X),(X),9.6,(X),(X),(X),(X),(X)
0400000US22,22,Louisiana,3024654,5577,1491354,4397,1533300,4442,54.0,0.5,58.0,0.7,50.1,0.7,4.4,0.2,4.3,0.3,4.5,0.3,3.9,0.2,4.0,0.3,3.8,0.3,3.5,0.2,3.5,0.3,3.6,0.3,4.5,0.2,4.3,0.3,4.8,0.3,29.7,0.5,26.0,0.6,33.3,0.7,55.7,0.5,63.4,0.7,48.1,0.7,50.1,0.5,56.7,0.7,43.6,0.7,47.2,0.4,53.6,0.7,41.0,0.6,12.2,0.3,8.7,0.4,15.5,0.4,7.3,0.3,4.9,0.3,9.7,0.4,5.9,0.3,3.8,0.3,8.0,0.4,2.5,0.2,1.8,0.2,3.1,0.2,1.0,0.1,0.7,0.1,1.3,0.1,0.8,0.1,0.5,0.1,1.0,0.1,29.7,0.5,26.0,0.6,33.3,0.7,40.2,0.2,43.5,0.2,36.6,0.2,8.9,(X),(X),(X),(X),(X),10.9,(X),(X),(X),(X),(X),9.6,(X),(X),(X),(X),(X)
0400000US23,23,Maine,859680,1666,422914,1803,436766,1730,57.1,0.9,60.6,1.2,53.8,1.1,6.3,0.4,6.1,0.5,6.4,0.5,5.4,0.4,5.7,0.5,5.1,0.5,5.0,0.4,4.8,0.5,5.2,0.5,5.6,0.3,5.1,0.4,6.2,0.6,20.6,0.7,17.7,1.0,23.4,1.0,58.3,0.8,66.9,1.2,50.1,1.0,51.3,0.8,58.5,1.2,44.4,1.1,47.8,0.9,54.4,1.2,41.4,1.1,17.1,0.6,12.6,0.8,21.4,0.9,10.6,0.5,7.3,0.6,13.9,0.8,8.4,0.5,5.5,0.5,11.2,0.7,4.0,0.3,2.9,0.4,5.1,0.5,1.4,0.2,1.0,0.2,1.9,0.3,1.0,0.2,0.7,0.2,1.2,0.3,20.6,0.7,17.7,1.0,23.4,1.0,38.2,0.2,41.1,0.3,35.1,0.3,6.9,(X),(X),(X),(X),(X),7.7,(X),(X),(X),(X),(X),6.7,(X),(X),(X),(X),(X)
0400000US24,24,Maryland,3952972,4377,1927410,3340,2025562,2893,60.4,0.4,64.6,0.6,56.4,0.6,5.6,0.2,5.1,0.2,6.1,0.3,4.0,0.2,3.7,0.2,4.3,0.3,3.7,0.2,3.3,0.2,4.0,0.2,5.0,0.2,4.9,0.2,5.1,0.2,21.3,0.3,18.4,0.4,24.1,0.4,62.2,0.4,68.9,0.5,55.7,0.6,56.9,0.4,63.3,0.6,50.8,0.6,53.2,0.4,59.6,0.6,47.2,0.5,13.3,0.3,10.0,0.3,16.4,0.4,8.0,0.2,5.5,0.3,10.4,0.3,6.4,0.2,4.3,0.2,8.4,0.3,3.2,0.1,2.7,0.2,3.8,0.2,1.1,0.1,0.9,0.1,1.3,0.1,0.8,0.1,0.7,0.1,0.9,0.1,21.3,0.3,18.4,0.4,24.1,0.4,38.8,0.1,40.7,0.2,36.8,0.2,10.7,(X),(X),(X),(X),(X),12.2,(X),(X),(X),(X),(X),11.5,(X),(X),(X),(X),(X)
0400000US25,25,Massachusetts,4504629,3863,2209607,3083,2295022,2980,59.0,0.4,62.5,0.6,55.7,0.5,6.3,0.2,5.7,0.2,6.9,0.3,5.1,0.2,4.7,0.2,5.4,0.2,4.2,0.2,4.1,0.2,4.3,0.2,5.4,0.2,5.4,0.2,5.4,0.2,20.0,0.3,17.6,0.5,22.4,0.4,58.8,0.4,67.5,0.5,50.4,0.5,52.9,0.4,60.6,0.5,45.4,0.5,49.2,0.4,56.6,0.5,42.1,0.5,16.4,0.3,11.4,0.4,21.2,0.4,10.7,0.3,6.4,0.3,14.9,0.4,8.6,0.3,5.0,0.3,12.1,0.4,4.8,0.2,3.5,0.2,6.1,0.2,1.8,0.1,1.2,0.1,2.3,0.2,1.2,0.1,0.9,0.1,1.5,0.1,20.0,0.3,17.6,0.5,22.4,0.4,37.8,0.1,40.6,0.2,34.9,0.1,10.2,(X),(X),(X),(X),(X),12.4,(X),(X),(X),(X),(X),11.3,(X),(X),(X),(X),(X)
0400000US26,26,Michigan,6426501,5017,3192573,3526,3233928,3960,53.3,0.3,56.9,0.4,49.8,0.4,6.1,0.1,5.6,0.2,6.6,0.2,5.0,0.1,5.0,0.2,5.0,0.2,4.2,0.1,4.3,0.2,4.2,0.2,5.4,0.1,5.4,0.2,5.4,0.2,25.9,0.3,22.8,0.4,29.0,0.3,53.6,0.3,62.1,0.4,45.3,0.4,47.8,0.3,55.0,0.4,40.7,0.4,44.4,0.3,51.1,0.4,37.7,0.4,16.4,0.2,12.0,0.3,20.7,0.3,10.2,0.2,6.5,0.2,13.8,0.2,8.0,0.1,5.1,0.2,10.9,0.2,4.1,0.1,3.1,0.1,5.0,0.1,1.4,0.1,0.9,0.1,1.9,0.1,1.0,0.1,0.7,0.1,1.3,0.1,25.9,0.3,22.8,0.4,29.0,0.3,37.8,0.1,40.7,0.1,34.8,0.1,8.9,(X),(X),(X),(X),(X),10.4,(X),(X),(X),(X),(X),9.3,(X),(X),(X),(X),(X)
0400000US27,27,Minnesota,3540242,3741,1784720,3172,1755522,3020,63.5,0.4,66.8,0.5,60.2,0.4,6.7,0.2,6.0,0.3,7.4,0.2,5.2,0.2,4.9,0.2,5.5,0.2,4.1,0.1,4.2,0.2,4.1,0.2,5.0,0.2,5.0,0.2,5.0,0.2,15.5,0.3,13.1,0.4,17.8,0.4,62.7,0.3,71.3,0.4,54.0,0.4,57.1,0.3,64.7,0.5,49.4,0.4,53.2,0.3,60.6,0.5,45.7,0.4,17.2,0.3,12.2,0.4,22.3,0.4,11.4,0.2,7.0,0.3,15.9,0.4,9.1,0.3,5.4,0.3,12.9,0.4,4.6,0.2,3.4,0.2,5.8,0.2,1.7,0.1,1.0,0.1,2.3,0.2,1.2,0.1,0.8,0.1,1.6,0.1,15.5,0.3,13.1,0.4,17.8,0.4,38.2,0.1,40.9,0.1,35.4,0.1,8.1,(X),(X),(X),(X),(X),9.5,(X),(X),(X),(X),(X),8.7,(X),(X),(X),(X),(X)
0400000US28,28,Mississippi,1911586,3952,935961,3099,975625,2958,50.9,0.6,54.7,0.8,47.3,0.9,4.1,0.2,4.0,0.4,4.2,0.3,4.1,0.3,4.0,0.3,4.1,0.4,3.2,0.2,2.9,0.3,3.6,0.3,4.9,0.3,5.0,0.4,4.9,0.4,32.7,0.6,29.4,0.8,35.9,0.8,52.8,0.5,59.4,0.8,46.4,0.8,47.3,0.5,53.3,0.8,41.5,0.8,44.6,0.5,50.3,0.8,39.2,0.8,11.9,0.4,9.1,0.5,14.5,0.6,6.8,0.3,4.7,0.4,8.8,0.5,5.6,0.3,3.8,0.3,7.3,0.5,2.6,0.2,2.1,0.2,3.1,0.3,1.0,0.1,0.7,0.1,1.2,0.2,0.7,0.1,0.5,0.1,0.8,0.2,32.7,0.6,29.4,0.8,35.9,0.8,39.2,0.2,42.0,0.2,36.3,0.2,8.6,(X),(X),(X),(X),(X),9.1,(X),(X),(X),(X),(X),8.2,(X),(X),(X),(X),(X)
0400000US29,29,Missouri,3895633,4440,1929954,4069,1965679,3099,56.8,0.4,59.8,0.5,53.9,0.6,5.8,0.2,5.7,0.3,5.9,0.3,4.7,0.2,4.6,0.2,4.7,0.2,3.7,0.2,3.8,0.2,3.7,0.2,5.0,0.2,5.0,0.2,5.0,0.2,24.0,0.4,21.0,0.5,26.8,0.5,57.9,0.4,64.6,0.5,51.3,0.6,52.4,0.4,58.1,0.5,46.7,0.6,48.7,0.4,54.2,0.5,43.4,0.6,14.6,0.3,11.6,0.3,17.6,0.4,9.0,0.2,6.6,0.3,11.5,0.4,7.2,0.2,5.0,0.3,9.3,0.3,3.5,0.2,2.7,0.2,4.3,0.2,1.2,0.1,0.8,0.1,1.7,0.1,0.9,0.1,0.6,0.1,1.2,0.1,24.0,0.4,21.0,0.5,26.8,0.5,38.6,0.1,41.0,0.1,36.1,0.2,8.8,(X),(X),(X),(X),(X),10.0,(X),(X),(X),(X),(X),9.0,(X),(X),(X),(X),(X)
0400000US30,30,Montana,652821,2081,329514,1768,323307,1550,57.3,0.9,62.0,1.2,52.6,1.3,6.9,0.5,6.2,0.7,7.7,0.7,5.5,0.4,5.5,0.6,5.6,0.6,4.7,0.4,5.3,0.6,4.1,0.6,5.4,0.4,4.9,0.6,5.9,0.6,20.1,0.8,16.2,0.9,24.1,1.2,58.7,0.9,68.8,1.3,48.4,1.2,51.8,0.9,60.2,1.3,43.1,1.2,47.7,0.9,55.8,1.2,39.5,1.2,16.7,0.6,11.7,0.9,21.8,1.1,10.7,0.5,6.6,0.7,14.8,0.9,8.4,0.5,5.3,0.7,11.5,0.7,4.5,0.4,3.4,0.5,5.7,0.6,1.8,0.3,1.2,0.3,2.4,0.4,1.3,0.2,0.9,0.2,1.7,0.3,20.1,0.8,16.2,0.9,24.1,1.2,38.3,0.3,41.5,0.4,34.6,0.3,8.9,(X),(X),(X),(X),(X),11.0,(X),(X),(X),(X),(X),9.7,(X),(X),(X),(X),(X)
0400000US31,31,Nebraska,1191808,2682,601283,2220,590525,2012,65.5,0.6,70.6,0.7,60.2,0.8,6.1,0.3,5.5,0.4,6.7,0.4,4.6,0.3,3.8,0.4,5.4,0.4,3.7,0.2,3.7,0.4,3.7,0.3,5.1,0.3,4.9,0.4,5.4,0.4,15.0,0.5,11.5,0.6,18.6,0.7,65.9,0.5,75.0,0.7,56.7,0.7,60.8,0.5,69.2,0.7,52.2,0.8,57.0,0.5,65.4,0.7,48.4,0.7,15.0,0.4,10.6,0.5,19.6,0.6,9.1,0.4,5.6,0.4,12.6,0.6,7.3,0.3,4.3,0.4,10.3,0.5,4.1,0.2,3.0,0.3,5.2,0.4,1.7,0.2,1.3,0.2,2.2,0.3,1.2,0.1,1.0,0.2,1.5,0.2,15.0,0.5,11.5,0.6,18.6,0.7,39.3,0.2,42.3,0.2,35.9,0.2,8.8,(X),(X),(X),(X),(X),10.1,(X),(X),(X),(X),(X),9.2,(X),(X),(X),(X),(X)
0400000US32,32,Nevada,1850890,2781,936688,2493,914202,2002,55.8,0.6,60.3,0.8,51.2,0.8,5.2,0.3,5.5,0.4,4.9,0.3,4.8,0.2,4.8,0.4,4.9,0.4,3.7,0.2,3.7,0.3,3.8,0.3,4.7,0.2,4.6,0.3,4.7,0.4,25.7,0.6,21.1,0.7,30.5,0.8,56.5,0.6,64.2,0.7,48.7,1.0,50.8,0.6,57.8,0.7,43.6,0.9,47.6,0.6,54.0,0.7,41.0,0.9,15.3,0.5,12.6,0.6,18.0,0.8,9.5,0.4,7.5,0.5,11.6,0.7,7.7,0.4,5.9,0.4,9.5,0.6,2.5,0.2,2.1,0.2,2.8,0.3,0.8,0.1,0.6,0.1,1.0,0.2,0.6,0.1,0.5,0.1,0.7,0.2,25.7,0.6,21.1,0.7,30.5,0.8,38.1,0.2,39.8,0.2,36.2,0.3,9.3,(X),(X),(X),(X),(X),11.6,(X),(X),(X),(X),(X),10.5,(X),(X),(X),(X),(X)
0400000US33,33,New Hampshire,884936,2176,441602,1830,443334,1795,60.9,0.7,65.2,0.9,56.7,1.1,6.9,0.4,6.3,0.6,7.4,0.6,5.3,0.3,5.2,0.5,5.4,0.5,4.5,0.3,4.3,0.4,4.7,0.5,4.5,0.3,4.5,0.5,4.4,0.5,17.9,0.7,14.6,0.8,21.3,1.0,61.6,0.8,70.6,1.0,52.6,1.2,56.1,0.8,64.0,1.0,48.3,1.2,52.1,0.8,59.4,1.0,44.8,1.2,15.9,0.6,11.3,0.7,20.5,0.9,9.9,0.5,6.4,0.6,13.4,0.8,7.6,0.4,4.9,0.6,10.3,0.7,4.6,0.3,3.5,0.4,5.6,0.5,1.8,0.2,1.2,0.2,2.5,0.4,1.2,0.1,0.9,0.2,1.6,0.3,17.9,0.7,14.6,0.8,21.3,1.0,38.3,0.2,40.8,0.3,35.5,0.3,6.6,(X),(X),(X),(X),(X),8.1,(X),(X),(X),(X),(X),7.0,(X),(X),(X),(X),(X)
0400000US34,34,New Jersey,5854571,4922,2903312,3375,2951259,3376,58.7,0.3,63.9,0.4,53.6,0.4,6.1,0.2,5.4,0.2,6.7,0.2,4.1,0.1,4.1,0.2,4.0,0.2,3.4,0.1,3.2,0.1,3.5,0.2,4.6,0.2,4.5,0.2,4.8,0.2,23.2,0.3,18.9,0.4,27.4,0.4,60.0,0.3,68.6,0.4,51.4,0.4,54.8,0.3,62.6,0.4,47.0,0.4,50.8,0.3,58.6,0.4,43.1,0.4,13.5,0.2,9.9,0.3,17.1,0.3,8.8,0.2,5.8,0.2,11.7,0.3,7.0,0.2,4.6,0.2,9.4,0.3,3.3,0.1,2.6,0.1,4.1,0.2,1.2,0.1,0.9,0.1,1.5,0.1,0.9,0.1,0.7,0.1,1.1,0.1,23.2,0.3,18.9,0.4,27.4,0.4,38.5,0.1,40.9,0.1,35.8,0.1,9.0,(X),(X),(X),(X),(X),11.2,(X),(X),(X),(X),(X),9.9,(X),(X),(X),(X),(X)
0400000US35,35,New Mexico,1321382,3365,661015,3282,660367,2400,53.0,0.7,57.6,1.1,48.3,1.0,4.6,0.3,4.5,0.4,4.7,0.4,4.2,0.3,4.1,0.4,4.4,0.5,3.4,0.3,3.5,0.4,3.3,0.4,5.2,0.3,5.4,0.4,5.1,0.4,29.5,0.7,24.8,1.1,34.2,1.0,53.2,0.7,60.8,1.1,45.5,1.0,47.6,0.7,54.3,1.1,40.8,1.0,44.7,0.7,51.3,1.1,38.1,0.9,14.2,0.5,11.8,0.6,16.6,0.9,8.9,0.5,6.8,0.6,11.0,0.7,7.4,0.4,5.5,0.5,9.2,0.6,3.1,0.2,2.6,0.3,3.6,0.4,1.1,0.2,1.0,0.2,1.3,0.2,0.9,0.2,0.8,0.2,1.0,0.2,29.5,0.7,24.8,1.1,34.2,1.0,38.2,0.2,40.3,0.3,35.7,0.3,7.8,(X),(X),(X),(X),(X),9.1,(X),(X),(X),(X),(X),8.4,(X),(X),(X),(X),(X)
0400000US36,36,New York,13106133,7833,6440810,5639,6665323,5391,56.0,0.2,60.0,0.3,52.2,0.3,5.8,0.1,5.4,0.1,6.2,0.1,4.2,0.1,4.2,0.1,4.2,0.1,3.4,0.1,3.4,0.1,3.4,0.1,4.7,0.1,4.6,0.1,4.8,0.1,25.8,0.2,22.3,0.3,29.1,0.3,57.1,0.2,64.6,0.3,49.9,0.3,51.8,0.2,58.3,0.3,45.4,0.3,48.0,0.2,54.4,0.3,41.9,0.3,13.6,0.1,10.5,0.2,16.7,0.2,8.8,0.1,6.2,0.2,11.2,0.2,7.0,0.1,4.9,0.2,9.1,0.2,3.5,0.1,2.7,0.1,4.2,0.1,1.3,0.1,1.0,0.1,1.7,0.1,1.0,0.1,0.7,0.1,1.2,0.1,25.8,0.2,22.3,0.3,29.1,0.3,38.3,0.1,40.7,0.1,35.8,0.1,10.7,(X),(X),(X),(X),(X),13.8,(X),(X),(X),(X),(X),12.0,(X),(X),(X),(X),(X)
0400000US37,37,North Carolina,6439029,6829,3160714,6313,3278315,5693,55.1,0.3,60.1,0.4,50.3,0.4,5.5,0.2,4.9,0.2,6.2,0.2,4.4,0.1,4.2,0.2,4.7,0.2,3.9,0.2,3.9,0.2,4.0,0.2,4.9,0.1,4.9,0.2,5.0,0.2,26.1,0.3,22.1,0.4,29.9,0.5,56.8,0.3,64.5,0.4,49.4,0.4,51.3,0.3,58.3,0.5,44.6,0.4,47.7,0.3,54.7,0.4,41.0,0.4,13.9,0.2,10.9,0.3,16.8,0.4,8.3,0.2,5.9,0.3,10.6,0.3,6.6,0.2,4.7,0.2,8.3,0.2,3.3,0.1,2.5,0.1,4.0,0.2,1.0,0.1,0.8,0.1,1.3,0.1,0.8,0.1,0.6,0.1,0.9,0.1,26.1,0.3,22.1,0.4,29.9,0.5,38.8,0.1,41.2,0.1,36.2,0.1,8.7,(X),(X),(X),(X),(X),9.8,(X),(X),(X),(X),(X),8.9,(X),(X),(X),(X),(X)
